PMID,Title,csv_name,SentenceIndex,Sentence,predicted_label_id,predicted_label
38994939,Predicting Longitudinal Cognitive Decline and Alzheimer's Conversion in Mild Cognitive Impairment Patients Based on Plasma Biomarkers.,AD,14,Kaplan-Meier curve analysis indicated predictive performance of neurofilament light chain glial fibrillary acidic protein total tau and amyloid beta 42/amyloid beta 40 on MCI-to-AD conversion.,4,Simple Sentence
38994939,Predicting Longitudinal Cognitive Decline and Alzheimer's Conversion in Mild Cognitive Impairment Patients Based on Plasma Biomarkers.,AD,15,"The study suggests that plasma glial fibrillary acidic protein non-demented participants may reflect baseline cross-sectional CERAD-TS scores, a measure of global cognitive function.",0,Complex Sentence
38994939,Predicting Longitudinal Cognitive Decline and Alzheimer's Conversion in Mild Cognitive Impairment Patients Based on Plasma Biomarkers.,AD,16,"Conversely, The study neurofilament light chain predict longitudinal decline in MMSE and CERAD-TS scores in participants categorized as amyloid positive.",0,Complex Sentence
38994939,Predicting Longitudinal Cognitive Decline and Alzheimer's Conversion in Mild Cognitive Impairment Patients Based on Plasma Biomarkers.,AD,17,The study analysis suggests that neurofilament light chain glial fibrillary acidic protein total tau and amyloid beta 42/amyloid beta 40 are potentially robust predictors of future Alzheimer's disease conversion.,0,Complex Sentence
40721490,Association of pulse pressure with presynaptic dysfunction in older adults with Alzheimer's disease: a cohort study.,AD,0,"Vascular aging and synaptic dysfunction are closely related to Alzheimer's disease Alzheimer's disease pathology, but the link between the two remains unclear.",1,Compound Sentence
40721490,Association of pulse pressure with presynaptic dysfunction in older adults with Alzheimer's disease: a cohort study.,AD,1,"We aimed to investigate the relationship among pulse pressure (PP), presynaptic dysfunction and in vivo Alzheimer's disease pathologies, including amyloid amyloid beta (Aβ) deposition and cerebrospinal cerebrospinal fluid (CSF) phosphorylated phosphorylated tau (p-tau).",0,Complex Sentence
40721490,Association of pulse pressure with presynaptic dysfunction in older adults with Alzheimer's disease: a cohort study.,AD,2,"A total of 649 older adults, both cognitively normal and with mild cognitive impairment, were recruited from the Alzheimer's Disease Neuroimaging Initiative database.",4,Simple Sentence
40721490,Association of pulse pressure with presynaptic dysfunction in older adults with Alzheimer's disease: a cohort study.,AD,3,"We investigated the associations of pulse pressure cerebrospinal fluid GAP-43, a marker of presynaptic dysfunction and cerebrospinal fluid phosphorylated tau The mediation effect of presynaptic dysfunction on the association between pulse pressure CSF p-tau was also examined.",0,Complex Sentence
40721490,Association of pulse pressure with presynaptic dysfunction in older adults with Alzheimer's disease: a cohort study.,AD,4,"Elevated PP was significantly associated with greater presynaptic dysfunction (unstandardized B = 26.774, 95% confidence interval (CI) [12.102, 41.447], t = 3.583, p < 0.001) and elevated levels of cerebrospinal fluid phosphorylated tau (B = 0.102, 95% CI [0.037, 0.168], t = 3.093, p = 0.002) and total tau (B = 0.927, 95% CI [0.331, 1.524], t = 3.052, p = 0.002).",1,Compound Sentence
40721490,Association of pulse pressure with presynaptic dysfunction in older adults with Alzheimer's disease: a cohort study.,AD,5,"A positive interaction between amyloid beta and cortical Aβ deposition (F = 12.752, p < 0.001) indicated that PP resulted in severe presynaptic dysfunction as amyloid beta deposition increased.",0,Complex Sentence
40721490,Association of pulse pressure with presynaptic dysfunction in older adults with Alzheimer's disease: a cohort study.,AD,6,Further analyses revealed that presynaptic dysfunction mediated the association between phosphorylated tau and cerebrospinal fluid p-tau.,0,Complex Sentence
40721490,Association of pulse pressure with presynaptic dysfunction in older adults with Alzheimer's disease: a cohort study.,AD,7,"PP had no significant direct effect but had a significant indirect effect (81.6% of the total) on cerebrospinal fluid phosphorylated tau Elevated PP exacerbated presynaptic dysfunction in nondemented older adults, particularly those with Alzheimer's disease pathology, and can lead to tau pathology.",1,Compound Sentence
40721490,Association of pulse pressure with presynaptic dysfunction in older adults with Alzheimer's disease: a cohort study.,AD,8,Further research on the mechanism underlying the relationship between PP and presynaptic dysfunction is warranted.,4,Simple Sentence
39121123,Implementation and Assessment of Tau Thresholds in Non-Demented Individuals as Predictors of Cognitive Decline in Tau Imaging Studies.,AD,0,BACKGROUND: Tau accumulation in Alzheimer's disease is associated with short term clinical progression and faster rates of cognitive decline in individuals with high amyloid-β deposition.,4,Simple Sentence
39121123,Implementation and Assessment of Tau Thresholds in Non-Demented Individuals as Predictors of Cognitive Decline in Tau Imaging Studies.,AD,1,Defining an optimal threshold of tau accumulation predictive of cognitive decline remains a challenge.,4,Simple Sentence
39121123,Implementation and Assessment of Tau Thresholds in Non-Demented Individuals as Predictors of Cognitive Decline in Tau Imaging Studies.,AD,2,OBJECTIVE: Researchers or investigators tested the ability of regional tau PET sensitivity and specificity thresholds to predict longitudinal cognitive decline.,4,Simple Sentence
39121123,Implementation and Assessment of Tau Thresholds in Non-Demented Individuals as Predictors of Cognitive Decline in Tau Imaging Studies.,AD,3,Researchers or investigators also tested the predictive performance of thresholds in the proposed new NIA-AA biological staging for Alzheimer's disease where multiple levels of tau positivity are used to stage participants.,0,Complex Sentence
39121123,Implementation and Assessment of Tau Thresholds in Non-Demented Individuals as Predictors of Cognitive Decline in Tau Imaging Studies.,AD,4,METHODS: 18F-flortaucipir scans from 301 non-demented Participants were processed and sampled.,4,Simple Sentence
39121123,Implementation and Assessment of Tau Thresholds in Non-Demented Individuals as Predictors of Cognitive Decline in Tau Imaging Studies.,AD,5,Four cognitive measures were assessed longitudinally.,4,Simple Sentence
39121123,Implementation and Assessment of Tau Thresholds in Non-Demented Individuals as Predictors of Cognitive Decline in Tau Imaging Studies.,AD,6,Regional standardized uptake value ratios were split into infra- and suprathreshold groups at baseline using previously derived thresholds.,4,Simple Sentence
39121123,Implementation and Assessment of Tau Thresholds in Non-Demented Individuals as Predictors of Cognitive Decline in Tau Imaging Studies.,AD,7,"Survival analysis, log rank testing, and Generalized Estimation Equations assessed the relationship between the application of regional sensitivity/specificity thresholds and change in cognitive measures as well as tau threshold performance in predicting cognitive decline within the new NIA-AA biological staging.",0,Complex Sentence
39121123,Implementation and Assessment of Tau Thresholds in Non-Demented Individuals as Predictors of Cognitive Decline in Tau Imaging Studies.,AD,8,"RESULTS: The meta temporal region was best for predicting risk of short-term cognitive decline in suprathreshold, as compared to Participants participants.",0,Complex Sentence
39121123,Implementation and Assessment of Tau Thresholds in Non-Demented Individuals as Predictors of Cognitive Decline in Tau Imaging Studies.,AD,9,"When applying multiple levels of tau positivity, each subsequent level of tau identified cognitive Participants at earlier timepoints.",0,Complex Sentence
39121123,Implementation and Assessment of Tau Thresholds in Non-Demented Individuals as Predictors of Cognitive Decline in Tau Imaging Studies.,AD,10,"CONCLUSIONS: When using 18F-flortaucipir, meta temporal suprathreshold classification was associated with increased risk of cognitive decline, suggesting that abnormal tau deposition in Participants cortex predicts decline.",0,Complex Sentence
39121123,Implementation and Assessment of Tau Thresholds in Non-Demented Individuals as Predictors of Cognitive Decline in Tau Imaging Studies.,AD,11,"Likewise, the application of multiple levels of tau clearly predicts the distinctive cognitive trajectories in the new Alzheimer's disease staging framework.",0,Complex Sentence
39396028,Biological mechanisms of resilience to tau pathology in Alzheimer's disease.,AD,0,"BACKGROUND: In Alzheimer's disease (AD), the associations between tau pathology and brain atrophy and cognitive decline are well established, but imperfect.",0,Complex Sentence
39396028,Biological mechanisms of resilience to tau pathology in Alzheimer's disease.,AD,1,"We investigate whether cerebrospinal fluid (CSF) biomarkers of biological processes (vascular, synaptic, and axonal integrity, neuroinflammation, neurotrophic factors) explain the disconnection between tau pathology and brain atrophy (brain resilience), and tau pathology and cognitive decline (cognitive resilience).",2,Compound-Complex Sentence
39396028,Biological mechanisms of resilience to tau pathology in Alzheimer's disease.,AD,2,"METHODS: We included 428 amyloid positive participants (134 cognitively unimpaired (CU), 128 with mild cognitive impairment (MCI), 166 with AD dementia) from the BioFINDER-2 study.",4,Simple Sentence
39396028,Biological mechanisms of resilience to tau pathology in Alzheimer's disease.,AD,3,"At baseline, participants underwent tau positron emission tomography (tau-PET), magnetic resonance imaging (MRI), cognitive testing, and lumbar puncture.",4,Simple Sentence
39396028,Biological mechanisms of resilience to tau pathology in Alzheimer's disease.,AD,4,Longitudinal data were available for MRI (mean (standard deviation) follow-up 26.4 (10.7) months) and cognition (25.2 (11.4) months).,4,Simple Sentence
39396028,Biological mechanisms of resilience to tau pathology in Alzheimer's disease.,AD,5,"We analysed 18 pre-selected CSF proteins, reflecting vascular, synaptic, and axonal integrity, neuroinflammation, and neurotrophic factors.",0,Complex Sentence
39396028,Biological mechanisms of resilience to tau pathology in Alzheimer's disease.,AD,6,"Stratifying by cognitive status, we performed linear mixed-effects models with cortical thickness (brain resilience) and global cognition (cognitive resilience) as dependent variables to assess whether the CSF biomarkers interacted with tau-PET levels in its effect on cortical atrophy and cognitive decline.",0,Complex Sentence
39396028,Biological mechanisms of resilience to tau pathology in Alzheimer's disease.,AD,7,"RESULTS: Regarding brain resilience, interaction effects were observed in AD dementia, with vascular integrity biomarkers (VEGF-A (β(interaction) = -0.009, p(FDR) = 0.047) and VEGF-B (β(interaction) = -0.010, p(FDR) = 0.037)) negatively moderating the association between tau-PET signal and atrophy.",0,Complex Sentence
39396028,Biological mechanisms of resilience to tau pathology in Alzheimer's disease.,AD,8,"In MCI, higher NfL levels were associated with more longitudinal cortical atrophy (β = -0.109, p(FDR) = 0.033) and lower baseline cortical thickness (β = -0.708, p(FDR) = 0.033) controlling for tau-PET signal.",0,Complex Sentence
39396028,Biological mechanisms of resilience to tau pathology in Alzheimer's disease.,AD,9,"Cognitive resilience analyses in CU revealed interactions with tau-PET signal for inflammatory (GFAP, IL-15; β(interaction) -0.073--0.069, p(FDR) 0.001-0.045), vascular (VEGF-A, VEGF-D, PGF; β(interaction) -0.099--0.063, p(FDR) < 0.001-0.046), synaptic (14-3-3ζ/δ; β(interaction) = -0.092, p(FDR) = 0.041), axonal (NfL; β(interaction) = -0.079, p(FDR) < 0.001), and neurotrophic (NGF; β(interaction) = 0.091, p(FDR) < 0.001) biomarkers.",0,Complex Sentence
39396028,Biological mechanisms of resilience to tau pathology in Alzheimer's disease.,AD,10,"In MCI higher NfL levels (β(main) = -0.690, p(FDR) = 0.025) were associated with faster cognitive decline independent of tau-PET signal.",4,Simple Sentence
39396028,Biological mechanisms of resilience to tau pathology in Alzheimer's disease.,AD,11,"CONCLUSIONS: Biomarkers of co-existing pathological processes, in particular vascular pathology and axonal degeneration, interact with levels of tau pathology on its association with the downstream effects of AD pathology (i.e.",0,Complex Sentence
39396028,Biological mechanisms of resilience to tau pathology in Alzheimer's disease.,AD,12,brain atrophy and cognitive decline).,3,Incomplete Sentence
39396028,Biological mechanisms of resilience to tau pathology in Alzheimer's disease.,AD,13,This indicates that vascular pathology and axonal degeneration could impact brain and cognitive resilience.,0,Complex Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,0,IMPORTANCE: Antiamyloid immunotherapies against Alzheimer disease (AD) are emerging.,4,Simple Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,1,"Scalable, cost-effective tools will be needed to identify amyloid β (Aβ)-positive patients without an advanced stage of tau pathology who are most likely to benefit from these therapies.",0,Complex Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,2,Blood-based biomarkers might reduce the need to use cerebrospinal fluid (CSF) or positron emission tomography (PET) for this.,4,Simple Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,3,OBJECTIVE: To evaluate plasma biomarkers for identifying Aβ positivity and stage of tau accumulation.,3,Incomplete Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,4,"DESIGN, SETTING, AND PARTICIPANTS: The cohort study (BioFINDER-2) was a prospective memory-clinic and population-based study.",4,Simple Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,5,Participants with cognitive concerns were recruited from 2017 to 2022 and divided into a training set (80% of the data) and test set (20%).,4,Simple Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,6,"EXPOSURE: Baseline values for plasma phosphorylated tau 181 (p-tau181), p-tau217, p-tau231, N-terminal tau, glial fibrillary acidic protein, and neurofilament light chain.",3,Incomplete Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,7,MAIN OUTCOMES AND MEASURES: Performance to classify participants by Aβ status (defined by Aβ-PET or CSF Aβ42/40) and tau status (tau PET).,3,Incomplete Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,8,Number of hypothetically saved PET scans in a plasma biomarker-guided workflow.,3,Incomplete Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,9,"RESULTS: Of a total 912 participants, there were 499 males (54.7%) and 413 females (45.3%), and the mean (SD) age was 71.1 (8.49) years.",1,Compound Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,10,"Among the biomarkers, plasma p-tau217 was most strongly associated with Aβ positivity (test-set area under the receiver operating characteristic curve [AUC] = 0.94; 95% CI, 0.90-0.97).",4,Simple Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,11,"A 2-cut-point procedure was evaluated, where only participants with ambiguous plasma p-tau217 values (17.1% of the participants in the test set) underwent CSF or PET to assign definitive Aβ status.",0,Complex Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,12,"A 2-cut-point procedure procedure had an overall sensitivity of 0.94 (95% CI, 0.90-0.98) and a specificity of 0.86 (95% CI, 0.77-0.95).",1,Compound Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,13,"Next, plasma biomarkers were used to differentiate low-intermediate vs high tau-PET load among Aβ-positive participants.",4,Simple Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,14,"Plasma p-tau217 again performed best, with the test AUC = 0.92 (95% CI, 0.86-0.97), without significant improvement when adding any of the other plasma biomarkers.",0,Complex Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,15,"At a false-negative rate less than 10%, the use of plasma p-tau217 could avoid 56.9% of tau-PET scans needed to identify high tau PET among Aβ-positive participants.",0,Complex Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,16,The results were validated in an independent cohort (n = 118).,4,Simple Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,17,"CONCLUSIONS AND RELEVANCE: This study study found that algorithms using plasma p-tau217 can accurately identify most Aβ-positive individuals, including Aβ-positive individuals likely to have a high tau load Aβ-positive individuals would require confirmatory tau-PET imaging.",0,Complex Sentence
38048096,Plasma Biomarker Strategy for Selecting Patients With Alzheimer Disease for Antiamyloid Immunotherapies.,AD,18,Plasma p-tau217 measurements may substantially reduce the number of invasive and costly confirmatory tests required to identify individuals individuals would individuals benefit from antiamyloid therapies.,0,Complex Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,0,"Several studies implicate circadian rhythm disturbances in Alzheimer's disease However, very little is known about how circadian rhythms are associated with Alzheimer's disease pathological biomarkers in older adults at early stages of the disease at early stages of the disease, and how relationships between circadian rhythms, amyloid-β (Aβ), tau, and cognition map onto cognition.",2,Compound-Complex Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,1,"This cross-sectional study cross-sectional study used 24-h accelerometry data to investigate the relationships between circadian rhythms, amyloid-β (Aβ), tau, and cognition between circadian rhythms, amyloid-β (Aβ), tau, and cognition in 68 older adults with objective early cognitive impairment with objective early cognitive impairment.",0,Complex Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,2,Participants wore GENEActiv accelerometers for ∼1 month (mean = 31.8 days).,4,Simple Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,3,Circadian rhythms measures were quantified from accelerometer data and included acrotime (average time of day of peak activity) and intradaily variability (IV) (average circadian rhythm fragmentation within a day).,1,Compound Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,4,"amyloid-β was measured as a composite, and tau (n = 67) was measured in Braak staging regions of interest I/II and III/IV using positron emission tomography.",1,Compound Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,5,The cognitive domains used were verbal memory (California Verbal Learning Test short delay free recall) and attention/processing speed (Digit Symbol Substitution Test).,4,Simple Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,6,"Multivariable linear regression models were conducted to test for associations between circadian rhythms and the outcome variables of Aβ, tau, and cognition.",4,Simple Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,7,"The moderating effects of age, sex, and apolipoprotein E4 (APOE4) carrier status were assessed in these associations.",4,Simple Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,8,"To investigate mechanistic pathways through which circadian rhythms may impact cognition, exploratory mediation analyses were conducted post hoc.",0,Complex Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,9,"Models were adjusted for age, sex, APOE4 carrier status, and years of education.",4,Simple Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,10,"The study included 68 older adults (mean age = 66.8 years, age range = 55-80 years, 63.2% female, 26.5% APOE4 carriers).",4,Simple Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,11,"Earlier acrotime was associated with higher amyloid-β and tau, the former of which was stronger in APOE4 carriers relative to non-carriers.",0,Complex Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,12,Higher IV was related to higher tau in Braak regions III/IV.,4,Simple Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,13,"Age and sex modified the association between IV and tau, in which the relationships strengthened with increasing age and disproportionately affected men.",0,Complex Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,14,"Earlier acrotime was associated with worse verbal memory, but later acrotime was associated with worse attention/processing speed.",1,Compound Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,15,Tau in Braak regions I-IV mediated the relationship between acrotime and verbal memory.,4,Simple Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,16,"This study insights from this study revealed that circadian rhythms were associated with amyloid-β tau, and cognition in older adults with objective early cognitive impairment with objective early cognitive impairment.",1,Compound Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,17,We provide novel evidence for tau as a biological mediator in the relationship between circadian timing and cognition.,4,Simple Sentence
40926975,Circadian rhythms are associated with higher amyloid-β and tau and poorer cognition in older adults.,AD,18,This work work identified circadian rhythms as a promising point of intervention to reduce Alzheimer's disease risk and potentially mitigate pathological progression and cognitive decline.,0,Complex Sentence
40057456,Comparing high and low amyloid producers in Alzheimer's disease: An in-depth analysis.,AD,0,"BACKGROUND: The cerebrospinal fluid (CSF) Aβ(42/40) ratio has proven to be a more reliable biomarker for amyloid pathology than CSF Aβ(42) in Alzheimer's disease (AD), helping to correctly classify patients with positive tau biomarkers (T+) that would otherwise have remained outside of the AD continuum.",0,Complex Sentence
40057456,Comparing high and low amyloid producers in Alzheimer's disease: An in-depth analysis.,AD,1,The cerebrospinal fluid (CSF) Aβ(42/40) ratio was shown that the Aβ(42/40) ratio better captures a relative decrease of Aβ(42) in patients with high CSF Aβ.,0,Complex Sentence
40057456,Comparing high and low amyloid producers in Alzheimer's disease: An in-depth analysis.,AD,2,"However, whether patients with high-amyloid (HiA) AD, in whom High-amyloid (HiA) AD is defined by the Aβ(42/40) ratio, exactly compare with their low-amyloid (LoA) counterparts, in whom Low-amyloid (LoA) counterparts is defined by Aβ(42) solely, deserves further analysis.",0,Complex Sentence
40057456,Comparing high and low amyloid producers in Alzheimer's disease: An in-depth analysis.,AD,3,METHODS: We retrospectively included patients with A+T+ AD and evidence of cognitive and neurodegenerative changes (N+).,4,Simple Sentence
40057456,Comparing high and low amyloid producers in Alzheimer's disease: An in-depth analysis.,AD,4,"LoA patients were operationally defined as LoA patients with T+N+ and low CSF Aβ(42), while HiA patients were defined as HiA patients with T+N+ and normal CSF Aβ(42) but abnormal Aβ(42/40) ratio.",1,Compound Sentence
40057456,Comparing high and low amyloid producers in Alzheimer's disease: An in-depth analysis.,AD,5,"Tau CSF biomarkers, neuropsychological profile, rates of cognitive decline, structural and metabolic imaging, ApoE genotype and brain neuropathology were compared between the HiA and LoA groups.",4,Simple Sentence
40057456,Comparing high and low amyloid producers in Alzheimer's disease: An in-depth analysis.,AD,6,"RESULTS: At the time of the lumbar puncture, LoA LoA patients were significantly younger than the HiA HiA patients (68.9±8.7years vs. 71.8±9.4; P=0.0015) and had a lower Mini-Mental Status Examination (MMSE) (18.7±6.4 vs. 20.7±6.2; P=0.0005).",1,Compound Sentence
40057456,Comparing high and low amyloid producers in Alzheimer's disease: An in-depth analysis.,AD,7,There was no difference in the neuropsychological profile nor in the annual rates of cognitive decline between the two HiA and LoA groups with early AD.,4,Simple Sentence
40057456,Comparing high and low amyloid producers in Alzheimer's disease: An in-depth analysis.,AD,8,"No differences were retrieved between HiA and LoA groups on CSF Tau and P-Tau biomarkers, atrophy and brain metabolism, distribution of the APOE4 allele and APOE4/E4 genotype, and neuropathology.",1,Compound Sentence
40057456,Comparing high and low amyloid producers in Alzheimer's disease: An in-depth analysis.,AD,9,"CONCLUSIONS: Overall, our study supports the surrogate use of the Aβ(42/40) ratio as an equivalent to Aβ(42) to define AD.",0,Complex Sentence
40057456,Comparing high and low amyloid producers in Alzheimer's disease: An in-depth analysis.,AD,10,"We showed that High-amyloid (HiA) CSF profiles Cerebrospinal fluid (CSF) profiles profiles were not associated with differences in cognition, brain structures and metabolism, APOE genotype tau CSF biomarkers or the rates of cognitive decline, but may be the associated with later-onset and early-stage AD.",2,Compound-Complex Sentence
38112032,Role of nerve growth factor on cognitive impairment in patients with Alzheimer's disease carrying apolipoprotein E ε4.,AD,0,AIMS: To investigate the roles of neurotrophic factors on cognition in patients with Alzheimer's disease (AD) carrying Apolipoprotein E (APOE) ε4.,3,Incomplete Sentence
38112032,Role of nerve growth factor on cognitive impairment in patients with Alzheimer's disease carrying apolipoprotein E ε4.,AD,1,"METHODS: Totals of 173 patients with AD were divided into APOE ε4 carrier and non-carrier groups, and their demographics, cognition, and neurotrophic factors in cerebrospinal fluid (CSF) were compared.",1,Compound Sentence
38112032,Role of nerve growth factor on cognitive impairment in patients with Alzheimer's disease carrying apolipoprotein E ε4.,AD,2,"Multiple linear regression analyses were performed to assess correlations among APOE ε4, neurotrophic factors and cognition.",4,Simple Sentence
38112032,Role of nerve growth factor on cognitive impairment in patients with Alzheimer's disease carrying apolipoprotein E ε4.,AD,3,"Mediation analyses were conducted to assess the sequential associations among APOE ε4, nerve growth factor (NGF), and cognition.",4,Simple Sentence
38112032,Role of nerve growth factor on cognitive impairment in patients with Alzheimer's disease carrying apolipoprotein E ε4.,AD,4,RESULTS: Global cognition and multiple domains were impaired in the APOE ε4 carrier group (all p < 0.05).,4,Simple Sentence
38112032,Role of nerve growth factor on cognitive impairment in patients with Alzheimer's disease carrying apolipoprotein E ε4.,AD,5,NGF level in the APOE ε4 carrier group was lower than that in the non-carrier group (p = 0.016).,4,Simple Sentence
38112032,Role of nerve growth factor on cognitive impairment in patients with Alzheimer's disease carrying apolipoprotein E ε4.,AD,6,NGF level showed significant correlations with both global and multiple domains cognitions.,4,Simple Sentence
38112032,Role of nerve growth factor on cognitive impairment in patients with Alzheimer's disease carrying apolipoprotein E ε4.,AD,7,"Specifically, NGF mediated the association between APOE ε4 and Animal Fluency Test score (β, -0.45; 95% CI [-0.96, -0.07]; p < 0.001) and Trail Making Test-A (time) (β, 0.15; 95% CI [0.01, 0.33]; p < 0.001).",0,Complex Sentence
38112032,Role of nerve growth factor on cognitive impairment in patients with Alzheimer's disease carrying apolipoprotein E ε4.,AD,8,"CONCLUSION: APOE ε4 is associated with cognitive impairment, and those carrying APOE ε4 have decreased NGF level in CSF.",1,Compound Sentence
38112032,Role of nerve growth factor on cognitive impairment in patients with Alzheimer's disease carrying apolipoprotein E ε4.,AD,9,Declined NGF level is correlated with compromised cognition.,4,Simple Sentence
38112032,Role of nerve growth factor on cognitive impairment in patients with Alzheimer's disease carrying apolipoprotein E ε4.,AD,10,NGF mediates APOE ε4-associated cognitive impairment.,4,Simple Sentence
38451317,Bile acid profile associated with CSF and PET biomarkers in Alzheimer's disease.,AD,0,BACKGROUND: Recent studies have shown that gut microbiota can affect the development of Alzheimer's disease (AD) through various mechanisms.,0,Complex Sentence
38451317,Bile acid profile associated with CSF and PET biomarkers in Alzheimer's disease.,AD,1,"Bile acids (BAs), which are the final byproducts of cholesterol metabolism created through both the human body and gut microbiome, appear to be influenced by gut microbiota and may impact AD pathological characteristics such as the accumulation of tau and amyloid-β.",0,Complex Sentence
38451317,Bile acid profile associated with CSF and PET biomarkers in Alzheimer's disease.,AD,2,"We aimed to investigate the associations between various serum BAs and CSF biomarkers (including Aβ, total tau, and p-tau).",4,Simple Sentence
38451317,Bile acid profile associated with CSF and PET biomarkers in Alzheimer's disease.,AD,3,"Additionally, we sought to examine the longitudinal changes in brain Aβ and tau through PET imaging in relation to BAs profile.",0,Complex Sentence
38451317,Bile acid profile associated with CSF and PET biomarkers in Alzheimer's disease.,AD,4,"METHODS: The data of 828 subjects including 491 diagnosed with mild cognitive impairment (MCI), 119 patients diagnosed with AD, and 267 cognitively normal (CN) participants were obtained from ADNI.",0,Complex Sentence
38451317,Bile acid profile associated with CSF and PET biomarkers in Alzheimer's disease.,AD,5,The baseline and longitudinal [(18)F] florbetapir and [(18)F] flortaucipir PET standard uptake value ratios (SUVR) measures were obtained to assess the accumulation of tau and Aβ.,4,Simple Sentence
38451317,Bile acid profile associated with CSF and PET biomarkers in Alzheimer's disease.,AD,6,"Moreover, baseline levels of serum BAs and CSF Aβ1-42, tau, and p-tau were used.",4,Simple Sentence
38451317,Bile acid profile associated with CSF and PET biomarkers in Alzheimer's disease.,AD,7,"RESULTS: After FDR correction we observed that five BAs level and relevant calculated ratios were associated with CSF p-tau and tau, three with CSF Aβ1-42.",0,Complex Sentence
38451317,Bile acid profile associated with CSF and PET biomarkers in Alzheimer's disease.,AD,8,"Furthermore, three BAs level and relevant calculated ratios were associated with the tau-PET rate of change, and two with the Aβ rate of change.",1,Compound Sentence
38451317,Bile acid profile associated with CSF and PET biomarkers in Alzheimer's disease.,AD,9,CONCLUSION: The findings from our study suggest a correlation between altered profiles of BAs and CSF and imaging biomarkers associated with AD.,4,Simple Sentence
38451317,Bile acid profile associated with CSF and PET biomarkers in Alzheimer's disease.,AD,10,These results provide supporting evidence for the link between the gut microbiome and the pathological features of AD.,4,Simple Sentence
