PMID,Title,Abstract,csv_name
39998021,Targeting Amyloid Pathology in Early Alzheimer's: The Promise of Donanemab-Azbt.,"OBJECTIVE: The purpose of this review is to examine the potential role of donanemab-azbt in the treatment and management of early-stage Alzheimer's disease (AD), with a focus on its efficacy, safety, and clinical relevance based on data from key clinical trials. DATA SOURCES: A comprehensive literature search of PubMed was conducted using relevant keywords such as ""donanemab"", ""Alzheimer's disease"", ""Kisunla"", ""TRAILBLAZER clinical trials"", and ""amyloid-related imaging abnormalities (ARIA)"". Additional data were extracted from clinical trial records (clinicaltrials.gov), conference abstracts, and product monographs. STUDY SELECTION AND DATA EXTRACTION: Only English-language studies conducted in human populations were included. Clinical trials and peer-reviewed studies detailing the efficacy, safety, and mechanistic insights of donanemab-azbt were prioritized. DATA SYNTHESIS: Key findings from the TRAILBLAZER series of clinical trials highlighted the potential of donanemab-azbt in slowing cognitive and functional decline in early-stage AD: (1) TRAILBLAZER-ALZ (Phase 2): This trial focused on participants with intermediate levels of tau protein. Results demonstrated a statistically significant slowing of cognitive and functional decline. (2) TRAILBLAZER-ALZ 2 (Phase 3): A large-scale, randomized, double-blind, placebo-controlled study confirmed the efficacy of donanemab-azbt in reducing amyloid plaque accumulation and cognitive decline. Key results included a 35% slowing of decline on the Integrated Alzheimer's Disease Rating Scale (iADRS) and a 36% slowing on the Clinical Dementia Rating-Sum of Boxes (CDR-SB). Additional secondary outcomes showed improvements in activities of daily living and reduced risk of disease progression. (3) TRAILBLAZER-ALZ 3: This ongoing trial is evaluating donanemab's potential in delaying or preventing Alois Alzheimer in cognitively normal individuals with amyloid plaques, broadening the scope of early intervention strategies. (4) TRAILBLAZER-ALZ 4: A head-to-head comparison with aducanumab revealed superior amyloid plaque clearance with donanemab. (5) TRAILBLAZER-ALZ 5: Currently recruiting, this trial aims to evaluate safety and efficacy across diverse populations with varying tau levels and comorbidities. (6) TRAILBLAZER-ALZ 6 (Phase 3b): This trial investigates modified dosing regimens to reduce ARIA while maintaining efficacy, particularly in populations with genetic risk factors like ApoE ε4 homozygotes. RELEVANCE TO PATIENT CARE AND CLINICAL PRACTICE: Donanemab-azbt represents a promising treatment option for patients with early-stage AD. It specifically targets and reduces amyloid beta plaques, a hallmark of the disease, potentially slowing progression and preserving cognitive function. However, its administration requires careful patient selection, including genetic testing for ApoE ε4 status, to mitigate risks of ARIA. Furthermore, the findings emphasize the importance of close monitoring during treatment. CONCLUSIONS: Donanemab-azbt offers a new avenue for managing early-stage AD, showing promise in reducing amyloid burden and slowing cognitive decline. While its efficacy and safety have been demonstrated in clinical trials, further research is essential to validate long-term outcomes, assess effectiveness across diverse populations, and refine dosing strategies to minimize side effects. With continued investigation, donanemab-azbt could significantly impact the clinical landscape of AD treatment.",AD
41001450,Continuum of Core 1 Biomarkers in Preclinical Alzheimer's Disease.,"BACKGROUND AND OBJECTIVES: Biological Staging for Alzheimer's disease (AD) in clinically unimpaired (CU) individuals is critical for early detection efforts. In this study, we evaluated whether Core 1 biomarkers (plasma ptau-217 and amyloid-PET) within Biological Stage A, the earliest biological stage of AD, predicts progression of downstream biomarkers and cognition. METHODS: We used baseline plasma ptau-217 and amyloid-PET, and longitudinal tau-PET, atrophy, and cognition data from the recently completed Anti-Amyloid Treatment in Asymptomatic Alzheimer's (A4) Study. PET data were used to identify participants within AD Biological Stage A (amyloid-PET positive and medial temporal tau-PET negative). Within these Stage A participants, linear mixed effects models were used to examine associations between continuous baseline levels of plasma p-tau217 and amyloid-PET burden with longitudinal regional tau-PET, atrophy, and cognition. We additionally evaluated whether continuous p-tau217 and amyloid-PET burden within this group was associated with higher risk of progression to Biological Stage B+ (tau-PET positive in the medial temporal lobe). In our statistical models, we included covariates for age, sex, and APOE4 carriage. RESULTS: Of 335 A4 participants with complete biomarker data, 222 were identified as being in Biological Stage A. Among Biological Stage A CU, continuous baseline plasma p-tau217 and amyloid-PET burden were independently associated with faster tau-PET accumulation and atrophy in AD-relevant regions (mean follow-up time for both tau-PET and MRI: 4.2 years), as well as faster cognitive decline (mean follow-up time for PACC: 5.7 years) (all p<0.05). Plasma p-tau217 and amyloid-PET burden were independently associated with higher risk of progression to Biological Stage B+. DISCUSSION: In CU individuals, early changing AD biomarkers during the initial stage of AD (Biological Stage A) provide prognostic information of downstream markers of disease. Evaluation of the utility of these continuous measures in a real-world setting is warranted. CLINICAL TRIAL INFORMATION: The A4 study was submitted for registration to clinicaltrials.gov on December 6th, 2023. The study is registered with ID NCT02008357. Screening and data collection for the study began in April 2014.",AD
39262651,Associations Between Neuropsychiatric Symptoms and Inflammation in Neurodegenerative Dementia: A Systematic Review.,"BACKGROUND: Neuropsychiatric symptoms are common in dementia and linked to adverse outcomes. Inflammation is increasingly recognized as playing a role as a driver of early disease progression in Alzheimer's disease (AD) and related dementias. Inflammation has also been linked to primary psychiatric disorders, however its association with neuropsychiatric symptoms in neurodegenerative dementias remains uncertain. METHODS: We conducted a systematic literature review investigating associations between inflammation and neuropsychiatric symptoms in neurodegenerative dementias, including AD, Lewy body, Frontotemporal, Parkinson's (PD) and Huntington's disease dementias. RESULTS: Ninety-nine studies met our inclusion criteria, and the majority (n = 59) investigated AD and/or mild cognitive impairment (MCI). Thirty-five studies included PD, and only 6 investigated non-AD dementias. Inflammation was measured in blood, CSF, by genotype, brain tissue and PET imaging. Overall, studies exhibited considerable heterogeneity and evidence for specific inflammatory markers was inconsistent, with lack of replication and few longitudinal studies with repeat biomarkers. Depression was the most frequently investigated symptom. In AD, some studies reported increases in peripheral IL-6, TNF-a associated with depressive symptoms. Preliminary investigations using PET measures of microglial activation found an association with agitation. In PD, studies reported positive associations between TNF-a, IL-6, CRP, MCP-1, IL-10 and depression. CONCLUSION: Central and peripheral inflammation may play a role in neuropsychiatric symptoms in neurodegenerative dementias; however, the evidence is inconsistent. There is a need for multi-site longitudinal studies with detailed assessments of neuropsychiatric symptoms combined with replicable peripheral and central markers of inflammation.",AD
39006421,A Comprehensive Head-to-Head Comparison of Key Plasma Phosphorylated Tau 217 Biomarker Tests.,"Plasma phosphorylated-tau 217 (p-tau217) is currently the most promising biomarkers for reliable detection of Alzheimer's disease (AD) pathology. Various p-tau217 assays have been developed, but their relative performance is unclear. We compared key plasma p-tau217 tests using cross-sectional and longitudinal measures of amyloid-β (Aβ)-PET, tau-PET, and cognition as outcomes, and benchmarked them against cerebrospinal fluid (CSF) biomarker tests. Samples from 998 individuals (mean[range] age 68.5[20.0-92.5], 53% female) from the Swedish BioFINDER-2 cohort were analyzed. Plasma p-tau217 was measured with mass spectrometry (MS) assays (the ratio between phosphorylated and non-phosphorylated [%p-tau217(WashU)]and ptau217(WashU)) as well as with immunoassays (p-tau217(Lilly), p-tau217(Janssen), p-tau217(ALZpath)). CSF biomarkers included p-tau217(Lilly), and the FDA-approved p-tau181/Aβ42(Elecsys) and p-tau181(Elecsys). All plasma p-tau217 tests exhibited high ability to detect abnormal Aβ-PET (AUC range: 0.91-0.96) and tau-PET (AUC range: 0.94-0.97). Plasma %p-tau217(WashU) had the highest performance, with significantly higher AUCs than all the immunoassays (P (diff)<0.007). For detecting Aβ-PET status, %p-tau217(WashU) had an accuracy of 0.93 (immunoassays: 0.83-0.88), sensitivity of 91% (immunoassays: 84-87%), and a specificity of 94% (immunoassays: 85-89%). Among immunoassays, p-tau217(Lilly) and plasma p-tau217(ALZpath) had higher AUCs than plasma p-tau217(Janssen) for Aβ-PET status (P (diff)<0.006), and p-tau217(Lilly) outperformed plasma p-tau217(ALZpath) for tau-PET status (P (diff)=0.025). Plasma %p-tau217(WashU) exhibited higher associations with all PET load outcomes compared to immunoassays; baseline Aβ-PET load (R(2): 0.72; immunoassays: 0.47-0.58; P(diff)<0.001), baseline tau-PET load (R(2): 0.51; immunoassays: 0.38-0.45; P(diff)<0.001), longitudinal Aβ-PET load (R(2): 0.53; immunoassays: 0.31-0.38; P(diff)<0.001) and longitudinal tau-PET load (R(2): 0.50; immunoassays: 0.35-0.43; P(diff)<0.014). Among immunoassays, plasma p-tau217(Lilly) was more strongly associated with Aβ-PET load than plasma p-tau217(Janssen) (P (diff)<0.020) and with tau-PET load than both plasma p-tau217(Janssen) and plasma p-tau217(ALZpath) (all P (diff)<0.010). Plasma %p-tau217 also correlated more strongly with baseline cognition (Mini-Mental State Examination[MMSE]) than all immunoassays (R(2) %p-tau217(WashU): 0.33; immunoassays: 0.27-0.30; P (diff)<0.024). The main results were replicated in an external cohort from Washington University in St Louis (n =219). Finally, p-tau217(Nulisa) showed similar performance to other immunoassays in subsets of both cohorts. In summary, both MS- and immunoassay-based p-tau217 tests generally perform well in identifying Aβ-PET, tau-PET, and cognitive abnormalities, but %p-tau217(WashU) performed significantly better than all the examined immunoassays. Plasma %p-tau217 may be considered as a stand-alone confirmatory test for AD pathology, while some immunoassays might be better suited as triage tests where positive results are confirmed with a second test.",AD
40471990,A multivariable cis-Mendelian randomization method robust to weak instrument bias and horizontal pleiotropy bias.,"Multivariable cis-Mendelian randomization (cis-MVMR) has become an effective approach for identifying therapeutic targets that influence disease susceptibility. However, biases from invalid instruments, such as weak instruments and horizontal pleiotropy, remain unsolved. In this paper, we propose a new method called the cis-Mendelian randomization bias correction estimating equation (cis-MRBEE), which mitigates weak instrument bias by leveraging a local sparse genetic architecture: most variants within a genomic region are associated with a trait through linkage disequilibrium with a few causal variants. Cis-MRBEE identifies causal variants or proxies of exposures via fine-mapping, re-estimates genetic associations using the identified variants, and applies a double-penalized minimization to estimate causal exposures and account for horizontal pleiotropic effects. Simulations showed that in the presence of weak instruments and horizontal pleiotropy, directly adapting standard MVMR methods to cis-MVMR was infeasible, and existing cis-MVMR methods failed to control type I errors. In contrast, cis-MRBEE exhibited robustness to these sources of bias. We applied cis-MRBEE to the ANGPTL3 locus and identified a credible set comprising APOA1, APOC1, and PCSK9 as likely causal proteins for LDL-C, HDL-C, and TG. The subsequent analysis revealed a complex protein regulation network that influenced lipid traits. Furthermore, we used cis-MRBEE to discover that the expressions of CR1 in the basal ganglia, hippocampus, and oligodendrocytes were potentially causal for Alzheimer's disease and its biomarkers, A$\beta $42 and pTau, in cerebrospinal fluid.",AD
38255905,Modulation of Tau Pathology in Alzheimer's Disease by Dietary Bioactive Compounds.,"Tau is a microtubule-associated protein essential for microtubule assembly and stability in neurons. The abnormal intracellular accumulation of tau aggregates is a major characteristic of brains from patients with Alzheimer's disease (AD) and other tauopathies. In AD, the presence of neurofibrillary tangles (NFTs), which is composed of hyperphosphorylated tau protein, is positively correlated with the severity of the cognitive decline. Evidence suggests that the accumulation and aggregation of tau cause synaptic dysfunction and neuronal degeneration. Thus, the prevention of abnormal tau phosphorylation and elimination of tau aggregates have been proposed as therapeutic strategies for AD. However, currently tau-targeting therapies for AD and other tauopathies are limited. A number of dietary bioactive compounds have been found to modulate the posttranslational modifications of tau, including phosphorylation, small ubiquitin-like modifier (SUMO) mediated modification (SUMOylation) and acetylation, as well as inhibit tau aggregation and/or promote tau degradation. The advantages of using these dietary components over synthetic substances in AD prevention and intervention are their safety and accessibility. This review summarizes the mechanisms leading to tau pathology in AD and highlights the effects of bioactive compounds on the hyperphosphorylation, aggregation and clearance of tau protein. The potential of using these bioactive compounds for AD prevention and intervention is also discussed.",AD
39535473,Plasma Alzheimer's disease biomarker variability: Amyloid-independent and amyloid-dependent factors.,"INTRODUCTION: We aimed to investigate which factors affect plasma biomarker levels via amyloid beta (Aβ)-independent or Aβ-dependent effects and improve the predictive performance of these biomarkers for Aβ positivity on positron emission tomography (PET). METHODS: A total of 2935 participants underwent blood sampling for measurements of plasma Aβ42/40 ratio, phosphorylated tau 217 (p-tau217; ALZpath), glial fibrillary acidic protein (GFAP), and neurofilament light chain (NfL) levels using single-molecule array and Aβ PET. Laboratory findings were collected using a routine blood test battery. RESULTS: Aβ-independent factors included hemoglobin and estimated glomerular filtration rate (eGFR) for p-tau217 and hemoglobin, eGFR, and triiodothyronine (T(3)) for GFAP and NfL. Aβ-dependent factors included apolipoprotein E genotypes, body mass index status for Aβ42/40, p-tau217, GFAP, and NfL. However, these factors exhibited negligible or modest effects on Aβ positivity on PET. DISCUSSION: Our findings highlight the importance of accurately interpreting plasma biomarkers for predicting Aβ uptake in real-world settings. HIGHLIGHTS: We investigated factor-Alzheimer's disease plasma biomarker associations in a large Korean cohort. Hemoglobin and estimated glomerular filtration rate affect the biomarkers independently of brain amyloid beta (Aβ). Apolipoprotein E genotypes and body mass index status affect the biomarkers dependent on brain Aβ. Addition of Aβ-independent factors shows negligible effect in predicting Aβ positivity. Adjusting for Aβ-dependent factors shows a modest effect in predicting Aβ positivity.",AD
39535473,Plasma Alzheimer's disease biomarker variability: Amyloid-independent and amyloid-dependent factors.,"INTRODUCTION: We aimed to investigate which factors affect plasma biomarker levels via amyloid beta (Aβ)-independent or Aβ-dependent effects and improve the predictive performance of these biomarkers for Aβ positivity on positron emission tomography (PET). METHODS: A total of 2935 participants underwent blood sampling for measurements of plasma Aβ42/40 ratio, phosphorylated tau 217 (p-tau217; ALZpath), glial fibrillary acidic protein (GFAP), and neurofilament light chain (NfL) levels using single-molecule array and Aβ PET. Laboratory findings were collected using a routine blood test battery. RESULTS: Aβ-independent factors included hemoglobin and estimated glomerular filtration rate (eGFR) for p-tau217 and hemoglobin, eGFR, and triiodothyronine (T(3)) for GFAP and NfL. Aβ-dependent factors included apolipoprotein E genotypes, body mass index status for Aβ42/40, p-tau217, GFAP, and NfL. However, these factors exhibited negligible or modest effects on Aβ positivity on PET. DISCUSSION: Our findings highlight the importance of accurately interpreting plasma biomarkers for predicting Aβ uptake in real-world settings. HIGHLIGHTS: We investigated factor-Alzheimer's disease plasma biomarker associations in a large Korean cohort. Hemoglobin and estimated glomerular filtration rate affect the biomarkers independently of brain amyloid beta (Aβ). Apolipoprotein E genotypes and body mass index status affect the biomarkers dependent on brain Aβ. Addition of Aβ-independent factors shows negligible effect in predicting Aβ positivity. Adjusting for Aβ-dependent factors shows a modest effect in predicting Aβ positivity.",AD
40642909,The Effect of APOE ε4 Allele on Dynamic Local Spontaneous Brain Activity and Functional Integration in Alzheimer's Disease.,"The apolipoprotein E (APOE) ε4 allele is the most important genetic risk factor for sporadic Alzheimer's disease (AD), yet its mechanisms in AD pathology and cognitive decline remain unclear. Using a sliding-time window approach to directly quantify the instantaneous fluctuations of various local metrics based on continuous time series and calculate voxel-wise concordance of these metrics, we explored the impact of APOE ε4 on dynamic local brain activity and functional integration in AD, and its interrelations with plasma biomarkers and cognition. Results showed that APOE ε4 widely affected dALFF, dReHo, dGSCorr, and voxel-wise concordance. For AD patients, APOE ε4 carriers uniquely exhibited correlations between dALFF in the right angular gyrus/supramarginal gyrus and MoCA scores and orientation function, and between voxel-wise concordance in the right caudate nucleus (CAU) and general cognition, attention, language function, orientation function, plasma Aβ42. Critically, APOE ε4-related altered voxel-wise concordance in the right CAU mediated the relationship between plasma Aβ and language cognition in AD. Moreover, the combined model incorporating dynamic metrics, plasma AD biomarkers, and demographic data effectively distinguished AD from NC (AUC = 0.94, sensitivity = 87.69%, specificity = 86.84%). In conclusion, the APOE ε4 allele might play a pivotal role in modulating brain dynamic functional activities in AD, which may contribute to the association between Aβ pathology and cognitive decline. Our findings may provide imaging markers and targets for the diagnosis and treatment of AD.",AD
40447946,Tau from SPAM Transgenic Mice Exhibit Potent Strain-Specific Prion-Like Seeding Properties Characteristic of Human Neurodegenerative Diseases.,"Tauopathies, including Alzheimer's disease and frontotemporal dementia with Parkinsonism linked to chromosome 17 (FTDP-17), are characterized by the aberrant aggregation of tau protein into neurofibrillary tangles. Despite extensive studies on tau aggregation, the mechanisms of tau misfolding and propagation remain incompletely understood. In this study, we utilize the SPAM (S320F/P301S) tau transgenic mouse model, which expresses 0N4R human tau with two FTDP-17 mutations, to investigate the biochemical properties and seeding potential of misfolded tau from these mice. Sarkosyl extraction and ultracentrifugation were employed to isolate detergent-insoluble tau aggregates (SPAM-tau) from aged SPAM mice. These aggregates were then tested for their prion-type seeding activity in an established HEK293T cell model comparing the induced aggregation of wild-type and mutant forms of human and murine tau. Our results show that SPAM-tau exhibits distinct and vigorous prion-like seeding properties, inducing the aggregation of human and murine tau homologues with the formation of amyloidogenic (Thioflavin S-positive) inclusions. Importantly, SPAM-tau aggregates can facilitate the prion-type misfolding of wild-type and mutant forms of human and mouse tau. We demonstrated that these induced tau aggregates are able to be further transmitted in passaging studies. Furthermore, SPAM-tau preferentially templated 4R tau isoforms, sharing strain-like seeding properties with insoluble tau derived from the brains of individuals with progressive supranuclear palsy (PSP-tau). In summary, these findings enhance our understanding of tau aggregation and propagation, suggesting that SPAM-tau may serve as a valuable tool for studying tauopathies and evaluating potential therapeutic strategies aimed at halting tau misfolding and propagation.",AD
39763904,"APOE4 Increases Susceptibility to Amyloid, Accelerating Episodic Memory Decline.","Apolipoprotein E4 (APOE4) is the strongest genetic risk factor for sporadic Alzheimer's disease (AD). Individuals with one copy of APOE4 exhibit greater amyloid-beta (Aβ) deposition compared to noncarriers, an effect that is even more pronounced in APOE4 homozygotes. Interestingly, APOE4 carriers not only show more AD pathology but also experience more rapid cognitive decline, particularly in episodic memory. The underlying mechanisms driving this domain-specific vulnerability, however, remain unclear. In this study, we examined whether the accelerated decline in episodic memory among APOE4 carriers is due to increased Aβ deposition or heightened susceptibility to Aβ-related effects. Using data from the Alzheimer's Disease Research Initiative, we modeled amyloid duration, the estimated number of years an individual has been amyloid-positive, and its impact on cognitive trajectories. Our findings reveal that APOE4 is associated with more rapid episodic memory decline as a function of amyloid duration. This decline was dose-dependent, with APOE4 homozygotes declining more rapidly than heterozygotes, and it was consistently observed across multiple episodic memory tasks and measures. Importantly, this pattern was not observed in other cognitive domains, such as processing speed, executive function, visuospatial skills, language, or crystallized intelligence. These results suggest that cognitive trajectories in AD differ by APOE genotype, with APOE4 conferring increased vulnerability to hippocampal dysfunction early in the disease course. Future research should investigate whether these cognitive differences stem from distinct pathological cascades in APOE4 carriers.",AD
39998475,A head-to-head comparison of plasma biomarkers to detect Alzheimer's disease in a memory clinic.,"INTRODUCTION: Blood-based biomarkers for Alzheimer's disease (AD) have been widely studied, but direct comparisons of several biomarkers in clinical settings remain limited. METHODS: In this cross-sectional study, plasma biomarkers from 197 participants in the BIODEGMAR cohort (Hospital del Mar, Barcelona) were analyzed. Participants were classified based on AD cerebrospinal fluid (CSF) core biomarkers. We assessed the ability of plasma p-tau181, p-tau217, p-tau231, t-tau, and Aβ42/40 to classify Aβ pathology status. RESULTS: Plasma p-tau biomarkers had a greater diagnostic performance and larger effect sizes compared to t-tau and Aβ42/40 assays in detecting Aβ pathology. Among them, plasma p-tau217 consistently outperformed the others, demonstrating superior area under the curves. Furthermore, p-tau217 showed the strongest correlation between plasma and CSF levels, underscoring its potential as a reliable surrogate for CSF biomarkers. DISCUSSION: Several plasma biomarkers, targeting different epitopes and using different platforms, demonstrated high performance in detecting AD in a memory clinic setting. HIGHLIGHTS: Plasma p-tau biomarkers demonstrated higher diagnostic performance and larger effect sizes than t-tau and Aβ42/40 assays in detecting Alzheimer's disease. Among the p-tau biomarkers, p-tau217 assays consistently outperformed the others, providing superior classification of Aβ pathology status across different phosphorylation sites. p-tau217 assays showed the strongest correlation between plasma and CSF levels, indicating its potential as a reliable surrogate for CSF biomarkers. Several plasma p-tau biomarkers can be used in a specialized memory clinic to accurately detect Alzheimer's disease.",AD
39436582,The Association Between Constipation and Positron Emission Tomography and Blood-Based Biomarkers in Older Cognitively Unimpaired Adults with Higher Amyloid-β Burden.,"INTRODUCTION: Constipation may be linked to cognitive decline and a higher risk of Alzheimer's disease (AD). We aimed to investigate the association between constipation and positron emission tomography (PET) and blood-based AD biomarkers in older cognitively unimpaired (CU) adults with higher Aβ burden. METHODS: Constipation was diagnosed according to Rome IV criteria and the severity of constipation was evaluated by using a validated self-reported questionnaire. The participants underwent the examination of plasma AD biomarkers and (18)F-florbetapir PET and (18)F-MK6240 PET scans; the latter was only performed in the validation cohort. Correlation and multiple linear regression analyses were used to investigate the association between constipation and AD biomarkers. RESULTS: Two cohorts were included in our study. A total of 404 older participants with 126 of whom Aβ-PET positive were enrolled in the development cohort. Multiple linear regression analysis showed constipation was associated with plasma t-Tau, p-Tau-181, and neurofilament light chain (NfL) in participants with Aβ-PET (+). Meanwhile, no/mild constipation was associated with lower Aβ-PET standard uptake value ratio. The association between constipation and plasma biomarkers was different in the subgroups stratified by age, sex and APOE ε4 genotype. The above associations were further validated in the validation cohort containing 36 Aβ-PET (+) participants. Importantly, no/mild constipation was associated with less Tau burden evaluated by (18)F-MK6240 PET Braak stages. CONCLUSION: Our data indicate that no/mild constipation may be associated with lower plasma t-Tau, p-Tau-181, and NfL as well as less Aβ and Tau burden in older CU adults with Aβ deposition. Improving constipation and being away from defecation disorders may help reduce the risk of AD development.",AD
39187891,Neurodegenerative biomarkers in different chambers of the eye relative to plasma: an agreement validation study.,"BACKGROUND: Protein biomarkers have been broadly investigated in cerebrospinal fluid and blood for the detection of neurodegenerative diseases, yet a clinically useful diagnostic test to detect early, pre-symptomatic Alzheimer's disease (AD) remains elusive. We conducted this study to quantify Aβ40, Aβ42, total Tau (t-Tau), hyperphosphorylated Tau (ptau181), glial fibrillary acidic protein (GFAP) and neurofilament light chain (NfL) in eye fluids relative to blood. METHODS: In this cross-sectional study we collected vitreous humor, aqueous humor, tear fluid and plasma in patients undergoing surgery for eye disease. All six biomarkers were quantitatively measured by digital immunoassay. Spearman and Bland-Altman correlation analyses were performed to assess the agreement of levels between ocular fluids and plasma. RESULTS: Seventy-nine adults underwent pars-plana vitrectomy in at least one eye. Of the 79, there were 77 vitreous, 67 blood, 56 tear fluid, and 51 aqueous samples. All six biomarkers were quantified in each bio-sample, except GFAP and NfL in tear fluid due to low sample volume. All six biomarkers were elevated in vitreous humor compared to plasma samples. T-Tau, ptau181, GFAP and NfL were higher in aqueous than in plasma, and t-Tau and ptau181 concentrations were higher in tear fluid than in plasma. Significant correlations were found between Aβ40 in plasma and tears (r = 0.5; p = 0.019), t-Tau in plasma and vitreous (r = 0.4; p = 0.004), NfL in plasma and vitreous (r = 0.3; p = 0.006) and plasma and aqueous (r = 0.5; p = 0.004). No significant associations were found for Aβ42, ptau181 and GFAP among ocular fluids relative to plasma. Bland-Altman analysis showed aqueous humor had the closest agreement to plasma across all biomarkers. Biomarker levels in ocular fluids revealed statistically significant associations between vitreous and aqueous for t-Tau (r = 0.5; p = 0.001), GFAP (r = 0.6; p < 0.001) and NfL (r = 0.7; p < 0.001). CONCLUSION: AD biomarkers are detectable in greater quantities in eye fluids than in plasma and show correlations with levels in plasma. Future studies are needed to assess the utility of ocular fluid biomarkers as diagnostic and prognostic markers for AD, especially in those at risk with eye disease.",AD
39811699,Modifiable risk factors and symptom progression in dementia over up to 8 years-Results of the DelpHi-MV trial.,"INTRODUCTION: This study investigated the association between modifiable factors and symptom progression in dementia over up to 8 years. METHODS: Multilevel growth curve models assessed the role of modifiable risk factors (low education, hearing impairment and its treatment, depression, physical inactivity, diabetes and its treatment, smoking, hypertension and its treatment, obesity, alcohol consumption, social isolation, and visual impairment) on cognitive and functional trajectories in 353 people with dementia. RESULTS: Higher education was associated with higher initial cognitive status but faster decline. Antidiabetic medication was associated with slower cognitive decline, whereas depression and visual impairment were linked to low baseline functioning and faster cognitive decline. DISCUSSION: Several modifiable risk factors influenced symptom progression. Education initially had a protective effect, whereas depressive symptoms were linked to worse symptom progression. Treatment of comorbidities (diabetes, visual impairment) could have a positive impact on dementia symptoms. Modifiable risk factors are promising targets for tertiary prevention. HIGHLIGHTS: Modifiable risk factors were associated with symptom progression in dementia over up to 8 years.More education was associated with higher initial cognitive status but faster decline.Depressive symptoms were linked to less favorable symptom progression.Treatment of comorbidities (diabetes, visual impairment) may positively impact the course of symptoms.Modifiable risk factors are promising targets for tertiary prevention.",AD
39763537,Equivalence of plasma and serum for clinical measurement of p-tau217: comparative analyses of four blood-based assays.,"BACKGROUND: Phosphorylated tau (p-tau) 217 is a promising blood biomarker for Alzheimer's disease (AD). However, most p-tau217 assays have been validated solely in ethylenediaminetetraacetic acid (EDTA) plasma, leaving the clinical applicability of serum p-tau217 largely unexplored despite serum being a preferred matrix in many clinical laboratories. To address this gap, we compared p-tau217 concentrations and diagnostic performances in matched plasma and serum samples using four research-use-only assays, including three from commercial sources i.e., Lumipulse, ALZpath, NULISA, and one from University of Pittsburgh. METHODS: Paired plasma and serum samples were processed from the same venipuncture collection and assessed with the four p-tau217 assays following manufacturer-recommended procedures in two research cohorts (N=84). RESULTS: Plasma and serum p-tau217 levels varied across assays; the ALZpath, Pittsburgh, and NULISA methods showed significantly lower p-tau217 levels in serum compared with plasma (p<0.0001), while Lumipulse showed higher or non-significant differences in serum. Yet, strong correlations (rho >0.8) were observed between plasma and serum p-tau217 pairs. Both plasma and serum p-tau217 demonstrated strong classification accuracies to differentiate clinical AD from normal controls, with high AUC (up to 0.963) for all methods. The exception was the Pittsburgh assay, where plasma p-tau217 had superior AUC than serum p-tau217 (plasma: 0.912, serum: 0.844). The rest of the assays had equivalent accuracies in both matrices. CONCLUSIONS: Serum p-tau217 performs equivalently as plasma p-tau217 for most assessed assays. Serum can therefore be used in place of plasma for p-tau217 assessment for research and clinical purposes.",AD
39129310,APOE ε4-associated downregulation of the IL-7/IL-7R pathway in effector memory T cells: Implications for Alzheimer's disease.,"INTRODUCTION: The apolipoprotein E (APOE) ε4 allele exerts a significant influence on peripheral inflammation and neuroinflammation, yet the underlying mechanisms remain elusive. METHODS: The present study enrolled 54 patients diagnosed with late-onset Alzheimer's disease (AD; including 28 APOE ε4 carriers and 26 non-carriers). Plasma inflammatory cytokine concentration was assessed, alongside bulk RNA sequencing (RNA-seq) and single-cell RNA sequencing (scRNA-seq) analysis of peripheral blood mononuclear cells (PBMCs). RESULTS: Plasma tumor necrosis factor α, interferon γ, and interleukin (IL)-33 levels increased in the APOE ε4 carriers but IL-7 expression notably decreased. A negative correlation was observed between plasma IL-7 level and the hippocampal atrophy degree. Additionally, the expression of IL-7R and CD28 also decreased in PBMCs of APOE ε4 carriers. ScRNA-seq data results indicated that the changes were mainly related to the CD4+ Tem (effector memory) and CD8+ Tem T cells. DISCUSSION: These findings shed light on the role of the downregulated IL-7/IL-7R pathway associated with the APOE ε4 allele in modulating neuroinflammation and hippocampal atrophy. HIGHLIGHTS: The apolipoprotein E (APOE) ε4 allele decreases plasma interleukin (IL)-7 and aggravates hippocampal atrophy in Alzheimer's disease. Plasma IL-7 level is negatively associated with the degree of hippocampal atrophy. The expression of IL-7R signaling decreased in peripheral blood mononuclear cells of APOE ε4 carriers Dysregulation of the IL-7/IL-7R signal pathways enriches T cells.",AD
